date,Sleep Score,Total Sleep Score,REM Sleep Score,Deep Sleep Score,Sleep Efficiency Score,Restfulness Score,Sleep Latency Score,Sleep Timin Score,Total Sleep Duration,Total Bedtime ,Awake Time,REM Sleep Duration,Light Sleep Duration,Deep Sleep Duration,Restless Sleep,Sleep Efficiency,Sleep Latency,Sleep Timing,Bedtime Start,Bedtime End,Average Resting Heart Rate,Lowest Resting Heart Rate,Average HRV,Temperature Deviation (Â°C),Temperature Trend Deviation,Respiratory Rate,Activity Score,Stay Active Score,Move Every Hour Score,Meet Daily Targets Score,Training Frequency Score,Training Volume Score,Activity Burn,Total Burn,Steps,Equivalent Walking Distance,Inactive Time,Rest Time,Low Activity Time,Medium Activity Time,High Activity Time,Non-wear Time,Average MET,Long Periods of Inactivity,Readiness Score,Previous Night Score,Sleep Balance Score,Previous Day Activity Score,Activity Balance Score,Temperature Score,Resting Heart Rate Score,HRV Balance Score,Recovery Index Score
7/22/2023,70,47,68,50,98,91,91,87,17730,19019,1289,4530,10710,2490,104,93,750,9810,2023-07-22T00:40:00.000-04:00,2023-07-22T05:56:59.000-04:00,54.75,45,70,0.41,0.22,12.75,84,96,100,43,96,96,771,2944,17482,15280,23160,25020,30240,4140,0,3840,1.71875,0,74,60,51,80,78,71,100,91,42
7/23/2023,86,75,96,95,100,87,75,100,24570,25636,1066,6900,12810,4860,124,96,390,12810,2023-07-22T22:59:33.000-04:00,2023-07-23T06:06:49.000-04:00,52.94,44,61,0.06,0.22,12.875,89,100,100,60,100,96,911,3070,21102,19116,12480,21660,32280,4080,0,15900,1.78125,0,83,100,59,79,84,100,100,90,52
7/26/2023,67,49,65,24,96,83,89,100,18270,20129,1859,4320,12720,1230,171,91,1110,10470,2023-07-25T22:46:02.000-04:00,2023-07-26T04:21:31.000-04:00,55.33,45,77,0.14,None,13.25,89,68,100,78,100,96,589,2752,10512,10158,36300,21540,20340,1980,1020,5220,1.59375,0,76,52,56,80,78,93,99,97,55
7/27/2023,73,70,69,16,86,77,97,100,23400,27096,3696,4620,17970,810,207,86,960,13290,2023-07-26T22:21:59.000-04:00,2023-07-27T05:53:35.000-04:00,55.67,47,67,0,0.12,13.5,93,68,100,95,100,97,495,2613,8441,8401,36120,25620,16080,900,1140,6540,1.53125,0,77,67,63,59,83,100,84,95,74
7/28/2023,80,65,96,81,98,83,70,100,22200,23842,1642,6600,11610,3990,120,93,270,11910,2023-07-27T22:42:00.000-04:00,2023-07-28T05:19:22.000-04:00,54.87,46,62,-0.02,0.06,13.625,90,69,95,100,100,97,711,2946,15245,13589,36120,13560,28980,3720,180,3840,1.71875,1,81,85,59,61,81,100,91,97,77
7/30/2023,64,51,22,55,95,74,75,100,18690,20865,2175,1530,14400,2760,83,90,390,10860,2023-07-29T22:32:58.000-04:00,2023-07-30T04:20:43.000-04:00,55.8,48,38,-0.62,-0.31,13.625,89,89,100,100,100,97,653,2800,12039,12729,26940,18840,24420,3240,120,12840,1.625,0,71,45,61,79,83,84,75,89,54
7/31/2023,68,56,73,60,90,53,83,100,20010,22839,2829,4860,12150,3000,120,88,570,12060,2023-07-30T22:37:03.000-04:00,2023-07-31T04:57:42.000-04:00,54.27,48,45,0.08,-0.2,12.75,76,84,100,100,100,99,773,2949,13367,13742,24540,5880,21300,2340,1620,30720,1.75,0,76,55,58,75,81,99,75,92,99
8/2/2023,87,79,98,96,97,90,72,100,25650,28025,2375,7650,12870,5130,118,92,330,14100,2023-08-01T21:32:27.000-04:00,2023-08-02T05:19:32.000-04:00,53.84,45,55,-0.18,0.01,13.375,97,83,100,100,100,99,718,2883,11993,11929,28980,23640,26520,1200,1500,4560,1.6875,0,83,100,63,85,75,99,98,80,77
8/3/2023,75,53,91,66,100,92,67,100,19290,20142,852,6060,9960,3270,82,96,180,10140,2023-08-02T23:11:02.000-04:00,2023-08-03T04:46:44.000-04:00,56.88,50,42,0.01,-0.01,13.125,96,87,100,95,100,97,252,2328,5564,4545,27840,23040,13200,960,0,21360,1.34375,0,67,72,56,55,82,100,59,65,65
8/4/2023,82,69,96,91,99,79,78,100,23160,24513,1353,6630,12060,4470,120,94,450,12360,2023-08-03T22:06:30.000-04:00,2023-08-04T04:55:03.000-04:00,56.28,47,52,0.07,0.05,13.5,94,74,100,95,100,97,584,2767,11358,10516,34020,18240,27300,2460,240,4140,1.625,0,81,90,67,89,77,100,84,77,76
8/5/2023,28,2,1,1,41,99,59,23,840,1230,390,0,840,0,6,68,0,750,2023-08-05T05:26:28.000-04:00,2023-08-05T05:46:58.000-04:00,None,None,None,None,0.05,12.875,94,100,100,78,100,96,60,2009,1148,1114,3420,15000,2640,360,60,64920,1.1875,0,68,None,42,79,79,None,None,65,None
8/6/2023,63,48,60,55,90,71,64,81,18000,20381,2381,4020,11250,2730,76,88,150,9780,2023-08-06T00:52:33.000-04:00,2023-08-06T06:32:14.000-04:00,52.94,48,60,0.1,0.18,12.5,93,96,100,78,100,96,508,2559,7469,9829,22380,26580,13680,4080,60,19620,1.5,0,70,42,62,None,78,97,76,74,86
8/7/2023,80,65,61,96,100,92,75,100,22080,23131,1051,4050,12660,5370,160,95,360,11610,2023-08-06T22:53:29.000-04:00,2023-08-07T05:19:00.000-04:00,60.5,51,60,0.09,0.17,13,83,63,95,60,96,95,302,2408,4410,5392,38940,23580,13800,2040,60,7980,1.40625,1,71,85,67,80,79,98,53,74,48
8/8/2023,62,46,53,9,95,76,91,100,17580,19624,2044,3540,13560,480,170,90,750,10470,2023-08-07T22:48:03.000-04:00,2023-08-08T04:15:07.000-04:00,54.57,48,62,0.14,0.15,13.5,85,71,100,60,96,95,372,2517,5990,6567,35160,20760,17100,2040,0,11340,1.46875,0,72,40,58,86,79,94,77,81,88
8/9/2023,79,69,93,63,97,87,64,100,23010,25003,1993,6150,13740,3120,148,92,150,12210,2023-08-08T22:33:31.000-04:00,2023-08-09T05:30:14.000-04:00,54.88,46,67,0.14,0.17,13.625,75,66,95,43,71,86,273,2366,5642,5043,38160,27000,15060,720,60,5400,1.375,1,81,83,65,85,81,94,92,87,68
8/10/2023,77,62,68,91,99,85,64,100,21390,22662,1272,4560,12360,4470,110,94,150,11340,2023-08-09T22:56:30.000-04:00,2023-08-10T05:14:12.000-04:00,55.42,47,61,0.13,0.17,13.25,86,79,100,60,96,96,570,2717,14225,10632,31560,22800,18300,4860,0,8880,1.59375,0,80,78,60,90,77,94,85,87,81
8/11/2023,76,64,75,75,90,82,75,100,21870,24784,2914,4950,13200,3720,87,88,390,11730,2023-08-10T22:38:32.000-04:00,2023-08-11T05:31:36.000-04:00,54.09,45,47,0.35,0.26,12.375,83,60,100,60,96,97,687,2915,11839,12741,40080,14100,23040,4680,480,4020,1.71875,0,81,75,63,80,82,76,100,86,74
8/12/2023,54,29,40,56,95,64,70,86,13440,14954,1514,2700,7920,2820,48,90,240,7830,2023-08-12T01:16:32.000-04:00,2023-08-12T05:25:46.000-04:00,67.43,52,34,0.32,0.34,12.875,93,96,100,78,100,98,651,2750,11900,11616,22500,22800,16500,1920,1440,21240,1.59375,0,54,20,55,61,81,79,46,80,7
8/13/2023,77,52,88,80,100,95,72,100,19140,19948,808,5790,9420,3930,122,96,330,10080,2023-08-12T23:58:29.000-04:00,2023-08-13T05:30:57.000-04:00,62.23,55,25,0.04,0.26,13,85,68,95,78,96,98,304,2380,4504,5759,26100,7560,10800,1680,0,40260,1.40625,1,65,78,62,50,81,100,24,65,92
8/14/2023,26,2,1,1,24,99,83,1,960,1591,631,0,960,0,0,60,540,1050,2023-08-14T13:01:32.000-04:00,2023-08-14T13:28:03.000-04:00,None,None,None,None,0.13,12,93,100,95,78,96,97,249,2342,3493,4673,33120,6360,7800,2100,0,37020,1.40625,1,68,None,39,77,75,None,None,74,None
8/15/2023,76,66,78,50,100,85,78,100,22380,23383,1003,5130,14760,2490,168,96,450,11820,2023-08-14T22:59:58.000-04:00,2023-08-15T05:29:41.000-04:00,57.8,50,63,0.01,0.09,12.625,94,69,100,95,100,98,591,2718,8082,9420,37080,23700,13620,660,1800,9540,1.59375,0,72,75,57,76,75,100,64,58,100
8/16/2023,78,67,73,95,88,79,70,100,22560,25812,3252,4860,13050,4650,142,87,270,12000,2023-08-15T22:42:31.000-04:00,2023-08-16T05:52:43.000-04:00,58.01,47,47,0.31,0.21,12.5,94,60,100,100,100,97,310,2427,6403,5795,41520,24300,15660,1320,0,3600,1.40625,0,67,80,58,47,79,80,88,44,45
8/17/2023,75,47,67,88,98,96,89,100,17820,19102,1282,4500,9030,4290,75,93,660,9870,2023-08-16T22:19:30.000-04:00,2023-08-17T03:37:52.000-04:00,66.44,58,28,0.35,0.31,12.875,92,64,100,95,96,95,161,2255,3580,2536,38400,20940,12300,0,0,14760,1.3125,0,53,73,55,89,77,76,3,36,23
8/18/2023,81,69,90,74,100,90,70,100,23040,24108,1068,6000,13380,3660,140,96,240,12240,2023-08-17T22:51:00.000-04:00,2023-08-18T05:32:48.000-04:00,57.05,46,44,0.18,0.31,12.5,81,54,95,78,71,81,196,2277,4270,3211,43560,26460,12600,600,0,3180,1.3125,1,74,88,63,89,74,91,97,54,38
8/19/2023,81,65,86,97,99,86,72,100,22050,23444,1394,5700,9960,6390,103,94,300,11670,2023-08-18T22:30:59.000-04:00,2023-08-19T05:01:43.000-04:00,61.67,53,40,0.25,0.33,12.625,90,90,100,78,71,97,867,2936,14087,15863,25800,24300,12300,4080,2220,17700,1.71875,0,65,88,60,92,71,84,43,35,57
8/20/2023,87,82,98,95,97,84,70,95,26190,28493,2303,7650,13560,4980,109,92,270,14250,2023-08-19T23:10:58.000-04:00,2023-08-20T07:05:51.000-04:00,60.05,52,44,-0.01,0.21,12,91,97,100,78,71,97,320,2318,7846,6284,21420,32820,9240,2700,0,20220,1.34375,0,69,100,67,29,86,100,52,41,97
8/21/2023,79,71,78,75,95,84,70,100,23670,26389,2719,5190,14760,3720,175,90,240,12840,2023-08-20T22:48:02.000-04:00,2023-08-21T06:07:51.000-04:00,62.06,55,35,0.39,0.32,11.625,94,71,100,95,96,97,395,2520,6325,7307,34620,20940,15060,2760,0,13020,1.46875,0,61,82,65,90,75,73,29,31,89
8/22/2023,63,51,70,23,79,62,91,94,18720,22645,3925,4650,12900,1170,100,83,1050,11460,2023-08-21T23:59:00.000-04:00,2023-08-22T06:16:25.000-04:00,58.1,49,38,0.06,0.17,12.625,86,68,100,78,71,96,180,2249,3115,3281,22200,8340,10620,180,0,45060,1.34375,0,64,42,65,83,75,100,77,36,64
8/24/2023,78,71,59,75,98,84,75,100,23640,25319,1679,3930,16020,3690,148,93,390,12960,2023-08-23T21:49:31.000-04:00,2023-08-24T04:51:30.000-04:00,63.71,52,37,0.65,0.47,11.875,79,75,100,60,71,73,242,2329,5172,4106,31320,30720,14700,780,0,8880,1.34375,0,56,80,69,87,73,51,54,29,36
8/25/2023,88,93,97,88,88,62,83,100,28860,33092,4232,7470,17070,4320,206,87,570,17040,2023-08-24T20:10:01.000-04:00,2023-08-25T05:21:33.000-04:00,58.71,47,48,-0.14,0.03,12.875,78,82,100,60,71,59,347,2460,7678,6306,30180,23700,19260,960,120,12180,1.4375,0,79,100,76,96,76,100,93,40,71
8/26/2023,64,55,49,46,76,69,70,100,19680,24113,4433,3270,14100,2310,122,82,1530,12720,2023-08-25T22:17:30.000-04:00,2023-08-26T04:59:23.000-04:00,67.87,56,26,0.39,0.56,11,68,47,100,60,40,48,251,2343,5759,4430,46500,22740,13200,1200,0,2760,1.375,0,52,44,67,88,79,73,24,14,71
8/27/2023,73,54,71,66,100,92,70,100,19530,20559,1029,4740,11490,3300,80,95,270,10320,2023-08-26T23:35:32.000-04:00,2023-08-27T05:18:11.000-04:00,63.41,53,37,0.08,0.32,12.375,80,80,100,60,71,73,458,2534,7835,9003,29880,30660,12660,4440,0,8760,1.46875,0,62,67,75,85,74,99,48,36,39
8/28/2023,86,79,96,69,100,93,75,100,25470,26480,1010,6960,15120,3390,144,96,390,13470,2023-08-27T21:38:00.000-04:00,2023-08-28T04:59:20.000-04:00,61.51,55,52,0.42,0.25,12.125,84,86,95,60,71,97,650,2697,8411,10640,28260,24960,8880,540,2400,21360,1.5625,1,65,100,77,85,79,71,33,36,96
8/29/2023,82,73,85,58,100,89,89,100,24210,25594,1384,5610,15750,2850,163,95,690,13200,2023-08-28T22:15:00.000-04:00,2023-08-29T05:21:34.000-04:00,67.99,55,27,0.82,0.56,12.375,85,87,100,60,71,96,194,2238,4283,3663,27840,26400,9780,660,0,21720,1.3125,0,47,89,72,34,80,38,34,11,49
8/30/2023,77,68,71,45,98,89,86,100,22950,24650,1700,4710,15960,2280,166,93,630,12540,2023-08-29T22:20:02.000-04:00,2023-08-30T05:10:52.000-04:00,65.57,54,38,0.45,0.36,11.375,80,58,95,60,71,96,233,2317,5247,4220,41460,21420,13080,900,0,9540,1.34375,1,57,77,74,89,73,68,43,35,21
8/31/2023,69,52,47,51,100,91,75,100,19020,20017,997,3150,13290,2580,132,95,390,10290,2023-08-30T23:10:04.000-04:00,2023-08-31T04:43:41.000-04:00,57.02,49,66,0.06,0.43,11.875,87,55,100,78,96,96,459,2582,11497,8807,42660,19500,15000,3900,0,5340,1.5,0,68,57,71,84,72,100,83,43,59
9/1/2023,73,48,69,90,100,98,78,77,18000,18835,835,4590,8970,4440,114,96,450,9630,2023-09-01T01:03:03.000-04:00,2023-09-01T06:16:58.000-04:00,56.33,47,72,-0.14,0.42,11.75,87,60,100,78,96,95,243,2301,5599,4556,40380,27720,12120,1020,0,5160,1.34375,0,71,68,70,76,88,100,98,45,43
9/2/2023,87,78,93,94,97,83,89,100,25320,27479,2159,6150,14580,4590,119,92,660,13620,2023-09-01T22:52:01.000-04:00,2023-09-02T06:30:00.000-04:00,60.76,52,49,0.12,0.3,12.375,85,69,100,60,100,95,396,2461,8647,7480,36300,26340,11820,3120,60,8760,1.4375,0,77,100,73,88,95,96,59,49,86
9/3/2023,77,68,75,91,86,53,97,100,22980,26697,3717,4980,13500,4500,185,86,870,14310,2023-09-02T22:34:02.000-04:00,2023-09-03T05:58:59.000-04:00,63.21,53,54,-0.16,0,12.125,87,83,100,60,100,98,852,2964,13276,14552,29940,23280,16860,1740,2640,11940,1.71875,0,70,77,67,80,89,100,53,72,44
9/4/2023,70,52,72,49,99,87,72,100,19110,20227,1117,4770,11910,2430,184,94,300,10320,2023-09-03T23:30:02.000-04:00,2023-09-04T05:07:09.000-04:00,62.76,54,37,-0.29,-0.08,13.125,85,100,100,43,96,97,57,2014,1210,903,15900,27300,4560,0,0,38640,1.15625,0,61,60,66,31,85,95,46,63,57
9/5/2023,79,64,91,56,100,93,75,100,22020,22851,831,6060,13170,2790,122,96,390,11700,2023-09-04T22:03:28.000-04:00,2023-09-05T04:24:19.000-04:00,57.94,50,60,0.02,0.07,12.375,80,66,100,43,96,96,238,2351,5158,3944,37740,20640,14280,960,0,12780,1.375,0,81,83,69,91,95,100,78,86,69
9/6/2023,69,52,65,74,79,73,83,100,19020,23040,4020,4320,11070,3630,141,83,540,11070,2023-09-05T23:00:30.000-04:00,2023-09-06T05:24:30.000-04:00,56.75,46,72,0.1,-0.02,12.625,81,75,100,43,96,95,187,2241,4007,3358,32400,23520,10080,540,0,19860,1.3125,0,79,58,64,86,88,97,100,85,71
9/7/2023,77,52,85,78,100,96,81,100,18960,20011,1051,5610,9510,3840,101,95,480,10110,2023-09-06T22:41:33.000-04:00,2023-09-07T04:15:04.000-04:00,62.69,51,61,0.3,0.07,13.375,73,72,100,25,71,94,375,2460,9164,7266,34920,22560,12660,2940,0,13320,1.4375,0,76,78,64,86,88,80,69,85,58
9/8/2023,74,50,95,59,100,96,67,100,18540,19261,721,6450,9150,2940,66,96,210,9660,2023-09-07T22:32:01.000-04:00,2023-09-08T03:53:02.000-04:00,71.68,63,22,0.07,0.11,12.625,77,55,95,43,96,96,611,2707,9803,10483,42420,22980,12120,1320,1920,5640,1.59375,1,58,70,61,76,87,100,1,64,35
9/9/2023,68,49,66,54,93,69,94,100,18270,20601,2331,4380,11220,2670,114,89,1020,11160,2023-09-08T21:59:03.000-04:00,2023-09-09T03:42:24.000-04:00,66.38,54,47,0.02,0.16,12.5,83,77,95,60,71,96,325,2408,7770,6080,31860,19560,14640,1920,0,18420,1.40625,1,64,55,59,45,88,100,48,89,49
9/10/2023,71,48,54,74,98,81,91,100,18060,19426,1366,3600,10830,3630,102,93,750,9900,2023-09-09T23:25:32.000-04:00,2023-09-10T04:49:18.000-04:00,62.32,52,45,-0.03,0.17,12.125,75,73,100,43,40,95,216,2251,4748,3818,33900,28860,11220,900,0,11520,1.3125,0,65,63,56,83,90,100,64,69,17
9/11/2023,70,54,62,34,97,86,86,100,19530,21212,1682,4110,13710,1710,148,92,1170,11190,2023-09-10T23:06:59.000-04:00,2023-09-11T05:00:31.000-04:00,56.83,45,63,0.05,0.11,12.875,70,56,78,43,40,94,218,2293,4772,3557,42360,25620,11400,960,0,6060,1.34375,2,75,60,56,90,91,100,99,80,35
9/12/2023,65,51,23,51,99,83,78,100,18840,20134,1294,1590,14670,2580,109,94,450,10200,2023-09-11T23:15:31.000-04:00,2023-09-12T04:51:05.000-04:00,54.7,44,69,-0.08,0.03,13,83,74,100,60,71,96,481,2580,8162,8097,34140,19860,12060,1080,1380,17880,1.5,0,71,48,53,87,92,100,95,80,28
9/13/2023,74,53,88,89,95,78,67,100,19350,21507,2157,5820,9180,4350,109,90,210,10500,2023-09-12T23:40:29.000-04:00,2023-09-13T05:38:56.000-04:00,64.75,55,48,-0.02,0.04,12.375,81,62,100,60,71,95,294,2419,6526,5292,39840,25380,15900,1200,0,4080,1.40625,0,65,70,54,57,87,100,40,74,61
9/14/2023,85,70,98,85,99,85,94,100,23310,24722,1412,7830,11310,4170,158,94,810,12810,2023-09-13T22:12:32.000-04:00,2023-09-14T05:04:34.000-04:00,58.28,47,61,0.01,0.06,12.875,79,57,100,60,71,89,296,2409,5124,5312,41280,21000,15420,1560,0,7140,1.40625,0,85,98,57,87,96,100,100,88,67
9/15/2023,60,37,45,29,96,74,86,100,15300,16730,1430,3030,10800,1470,93,91,630,8610,2023-09-15T00:27:32.000-04:00,2023-09-15T05:06:22.000-04:00,58.15,47,56,-0.2,-0.05,12.5,81,61,100,60,71,96,696,2876,16078,13924,39900,18600,20580,5340,60,1920,1.6875,0,70,35,50,83,93,98,100,86,32
9/16/2023,73,63,72,96,86,68,67,85,21600,25116,3516,4770,11640,5190,84,86,180,11610,2023-09-16T00:15:02.000-04:00,2023-09-16T07:13:38.000-04:00,61.19,50,40,-0.03,0.03,13.625,89,97,100,60,96,96,574,2684,12971,11384,20100,27780,21240,3240,0,14040,1.5625,0,73,68,59,68,86,100,79,83,61
9/17/2023,78,60,85,95,100,81,67,100,21000,22080,1080,5610,10740,4650,125,95,180,11190,2023-09-16T23:08:30.000-04:00,2023-09-17T05:16:30.000-04:00,60.76,48,60,-0.17,-0.05,12.25,94,100,100,78,100,100,1678,3706,19890,27203,15420,23280,6000,1560,7740,32400,2.15625,0,75,80,54,83,90,99,94,91,11
9/18/2023,74,54,57,95,96,78,83,100,19410,21329,1919,3840,10590,4980,133,91,570,10830,2023-09-17T22:23:28.000-04:00,2023-09-18T04:18:57.000-04:00,60.62,49,49,0.35,0.1,12.375,85,58,100,78,100,100,288,2410,6331,5024,41880,23880,16500,660,0,3480,1.40625,0,63,70,55,1,64,76,87,83,36
9/19/2023,74,60,85,68,95,72,70,100,21030,23407,2377,5640,12060,3330,160,90,270,11580,2023-09-18T22:09:29.000-04:00,2023-09-19T04:39:36.000-04:00,58.81,50,59,-0.31,-0.1,12.625,85,70,100,60,96,100,218,2299,3980,3905,35580,23100,12720,660,0,14340,1.34375,0,78,70,58,88,90,95,79,89,72
9/20/2023,78,57,85,85,98,84,86,100,20250,21859,1609,5640,10440,4170,119,93,630,11310,2023-09-19T22:27:58.000-04:00,2023-09-20T04:32:17.000-04:00,54.4,46,63,0.04,0.07,12.75,82,52,95,60,96,99,219,2327,5044,3833,44580,21420,14460,360,0,5580,1.375,1,80,80,57,87,66,100,100,88,70
9/21/2023,80,61,80,96,100,92,67,100,21270,22191,921,5340,10620,5310,134,96,210,11130,2023-09-20T22:45:00.000-04:00,2023-09-21T04:54:51.000-04:00,55.85,48,45,0.04,0.14,12.75,90,68,100,78,100,100,918,2994,11503,14762,36600,26400,10320,840,3300,8940,1.75,0,80,85,59,86,73,100,93,85,71
9/22/2023,82,67,96,79,98,90,75,100,22560,24313,1753,7080,11610,3870,126,93,390,12540,2023-09-21T21:45:01.000-04:00,2023-09-22T04:30:14.000-04:00,60.31,54,47,0.06,-0.05,12.5,80,40,100,60,96,99,278,2391,6394,5053,49920,17700,16860,900,0,1020,1.40625,0,71,90,60,33,66,100,47,88,100
9/23/2023,78,60,86,95,90,89,78,84,16110,17456,1346,4470,8160,3480,77,92,450,9000,2023-09-23T00:20:00.000-04:00,2023-09-23T05:10:56.000-04:00,65.92,59,32,0.44,0.23,12.5,81,89,100,43,71,97,180,2150,4094,3414,26940,34440,9720,840,0,14460,1.25,0,60,80,60,82,84,69,9,77,100
9/24/2023,75,62,81,88,97,63,67,100,21480,23463,1983,5370,11790,4320,157,92,180,12240,2023-09-23T23:20:03.000-04:00,2023-09-24T05:51:06.000-04:00,63.66,56,34,0.03,0.07,12.5,69,65,100,25,40,96,272,2341,4928,4678,38640,27600,14040,1440,0,4680,1.34375,0,72,73,63,94,78,100,33,77,95
9/25/2023,81,70,72,86,97,82,86,100,23340,25287,1947,4800,14310,4230,150,92,630,13110,2023-09-24T22:23:01.000-04:00,2023-09-25T05:24:28.000-04:00,63.33,50,39,-0.07,0.11,12.375,68,66,100,25,40,84,203,2291,4760,3470,38340,21120,15000,60,0,11880,1.34375,0,74,88,61,90,84,100,81,67,38
9/26/2023,73,55,74,74,93,70,91,100,19710,22048,2338,4890,11160,3660,67,89,720,11190,2023-09-25T23:44:57.000-04:00,2023-09-26T05:52:25.000-04:00,56.22,48,43,-0.32,0.09,12.5,63,61,100,25,40,60,183,2219,3932,3298,39600,31980,12000,360,0,2460,1.28125,0,74,68,59,87,89,94,96,59,59
9/27/2023,76,66,94,41,97,70,94,100,22410,24400,1990,6240,14100,2070,134,92,810,12570,2023-09-26T23:02:59.000-04:00,2023-09-27T05:49:39.000-04:00,55.15,47,56,-0.08,0,12.25,61,60,95,25,40,46,210,2283,4694,3669,40200,25740,12300,720,0,7440,1.34375,1,80,75,64,92,93,100,100,62,78
9/28/2023,71,50,67,50,100,95,70,100,18600,19504,904,4500,11580,2520,139,95,240,9750,2023-09-27T22:42:01.000-04:00,2023-09-28T04:07:05.000-04:00,53.12,46,53,0.02,-0.04,12.375,59,74,100,1,40,56,385,2460,9748,7502,32520,20220,11580,3240,0,18840,1.4375,0,73,63,59,87,95,100,100,58,37
9/29/2023,75,66,95,79,74,66,75,100,22500,27933,5433,6480,12150,3870,116,81,390,12900,2023-09-28T23:02:01.000-04:00,2023-09-29T06:47:34.000-04:00,64.94,52,34,0.1,-0.06,12.25,56,61,100,1,40,54,259,2340,5663,4835,37800,28440,15780,600,0,3780,1.375,0,72,73,65,79,95,97,63,51,82
9/30/2023,62,50,66,48,51,59,91,99,18540,26108,7568,4350,11790,2400,147,71,750,16320,2023-09-29T22:28:02.000-04:00,2023-09-30T05:43:10.000-04:00,69.96,56,47,0.54,0.21,11.875,75,84,100,25,71,96,823,2908,14256,14881,29640,19620,15240,2820,1980,17100,1.6875,0,55,40,59,89,97,61,33,70,54
10/1/2023,60,39,49,60,83,64,78,93,15960,18882,2922,3270,9720,2970,88,85,420,9240,2023-10-01T00:37:31.000-04:00,2023-10-01T05:52:13.000-04:00,65.04,54,30,-0.52,-0.14,11.875,81,74,100,43,96,100,1234,3308,14675,19695,33660,29340,12540,420,5340,5100,1.90625,0,53,35,59,48,88,88,50,47,24
10/2/2023,74,71,87,50,86,57,78,100,23640,27407,3767,5760,15390,2490,185,86,1350,14220,2023-10-01T21:36:31.000-04:00,2023-10-02T05:13:18.000-04:00,62.5,53,44,0.13,0.23,12.375,77,49,100,43,96,100,191,2298,4284,3165,45960,23220,12120,600,0,4500,1.34375,0,64,70,63,12,88,95,58,63,77
10/3/2023,74,53,84,85,96,78,70,100,19320,21300,1980,5580,9570,4170,98,91,240,10650,2023-10-02T23:26:32.000-04:00,2023-10-03T05:21:32.000-04:00,62.15,47,47,0.29,0.26,11.75,78,51,100,43,96,100,219,2334,4743,3636,45240,26220,13320,540,0,1080,1.375,0,71,70,55,86,96,82,100,53,21
10/4/2023,83,67,92,96,100,89,75,100,22590,23535,945,6120,11310,5160,177,96,360,11880,2023-10-03T22:01:29.000-04:00,2023-10-04T04:33:44.000-04:00,56.17,46,53,0.19,-0.07,12.25,78,54,100,43,96,98,261,2386,5844,4418,43320,21720,16260,720,0,4380,1.40625,0,79,93,62,87,82,90,100,58,71
10/5/2023,69,53,74,35,97,82,72,100,19350,21102,1752,4920,12630,1800,123,92,330,10650,2023-10-04T23:03:32.000-04:00,2023-10-05T04:55:14.000-04:00,56.49,48,57,-0.07,0.11,11.625,76,58,100,43,71,96,118,2165,2741,1833,41520,27720,9000,60,0,8100,1.25,0,72,57,58,85,85,100,96,63,53
10/6/2023,79,66,87,80,100,85,70,100,22380,23318,938,5730,12690,3960,178,96,270,11850,2023-10-05T21:40:01.000-04:00,2023-10-06T04:08:39.000-04:00,54.36,46,56,-0.16,0.11,12,71,49,100,43,71,72,218,2330,4818,3673,45660,21360,15780,300,0,3300,1.375,0,81,83,62,88,92,99,100,69,70
10/7/2023,76,56,82,79,100,79,81,100,20010,20863,853,5460,10680,3870,141,96,480,10530,2023-10-06T23:10:59.000-04:00,2023-10-07T04:58:42.000-04:00,55.47,46,58,-0.18,0.01,11.875,68,98,95,25,40,54,202,2193,3816,3739,20040,20820,5820,1020,300,38400,1.28125,1,76,75,60,84,94,99,100,79,22
10/8/2023,67,43,74,50,100,89,64,100,16800,17359,559,4920,9390,2490,139,97,150,8820,2023-10-07T23:21:00.000-04:00,2023-10-08T04:10:19.000-04:00,56.65,49,47,-0.3,-0.15,12.125,72,85,95,25,40,96,725,2750,8789,11747,28620,21300,6600,480,3180,26220,1.59375,1,74,53,59,81,94,95,87,79,64
10/9/2023,73,54,50,83,100,87,75,100,19590,20363,773,3360,12150,4080,143,96,360,10380,2023-10-08T23:32:57.000-04:00,2023-10-09T05:12:20.000-04:00,55.68,47,53,-0.02,-0.08,11.5,67,49,95,25,40,96,196,2278,4375,3444,45720,22620,11580,720,0,5760,1.34375,1,71,68,61,41,91,100,100,87,16
10/10/2023,77,64,57,86,98,81,81,100,21900,23640,1740,3810,13830,4260,172,93,480,11820,2023-10-09T22:53:02.000-04:00,2023-10-10T05:27:02.000-04:00,51.59,42,65,-0.05,-0.12,12,77,69,95,43,71,100,804,2839,10025,12975,35520,24120,5400,1560,3060,16740,1.65625,1,81,78,59,83,98,100,88,89,70
10/11/2023,80,71,71,66,96,86,86,100,23580,25873,2293,4740,15540,3300,178,91,600,13290,2023-10-10T22:24:33.000-04:00,2023-10-11T05:35:46.000-04:00,54.23,45,52,-0.18,-0.17,12.5,75,50,100,43,71,99,283,2381,5769,5037,45480,21000,12660,1260,120,5880,1.40625,0,78,85,60,41,80,99,100,86,78
10/12/2023,83,63,96,89,99,88,97,99,21780,23280,1500,7080,10320,4380,175,94,840,12030,2023-10-11T23:40:31.000-04:00,2023-10-12T06:08:31.000-04:00,51.08,43,52,0.08,0.03,12.5,77,65,100,43,71,99,362,2428,8440,6908,38220,28920,13860,2580,60,2760,1.40625,0,84,93,60,80,95,99,93,89,76
